IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,timestamp
0.022890569476075862,-0.022941545577176727,0.05316712561639788,0.00048344645417530496,-0.04305047014643051,-0.33414405038854594,0.28300812221043176,62397.25
-0.050823735157551425,-0.03728367406838805,0.05852068514234542,0.0003937128367444723,-0.04385603059760934,-0.3341014244839637,0.28281216397335024,62415.5
-0.017781658708594727,-0.015757026958206435,0.06218921636320931,0.00017596995618422581,-0.04430703733818931,-0.33402319979219414,0.2825949341227183,62433.75
0.022730752292475464,0.014296275647831523,0.06157695094918489,-0.0001827209790862465,-0.04438284566140747,-0.33390955273110917,0.28235633812703903,62452.0
0.011468901772899845,0.033949383588825,0.05346454784188304,-0.0006722863407841414,-0.04406118146684303,-0.33376046396329195,0.2820962962122393,62470.25
0.032536683878705334,0.023345888685338698,0.035785418291910176,-0.001277712955069363,-0.0433227047064471,-0.3335751536144913,0.28181477806498195,62488.5
-0.06098519677090895,-0.009587081501086989,0.011100533359936838,-0.0019742963818386774,-0.04215887458781912,-0.3333526520509854,0.2815117655776307,62506.75
0.0852222645194159,-0.03289379763220233,-0.016856037746236095,-0.002729928955729051,-0.04056855354381855,-0.333091989639053,0.28118724064254996,62525.0
-0.10971734332685715,-0.006214072494702126,-0.043610267921961536,-0.0035104422420521382,-0.03855266477662997,-0.3327921967449721,0.2808411851521033,62543.25
0.11986162889719261,0.04158626130091262,-0.06180417052225379,-0.004280689056213244,-0.03611311023834441,-0.33245230373502127,0.2804735809986549,62561.5
-0.03748143905973438,0.039907197434923776,-0.06523484323690532,-0.005001165007469323,-0.033256621584977185,-0.3320713412457461,0.2800844103448356,62579.75
-0.08815152009996707,0.0008635003529667755,-0.054739887270459586,-0.005623937670875385,-0.03000027310632214,-0.33164836795342195,0.2796736833930067,62598.0
-0.022397786716655686,-0.052706040408071766,-0.03422615839622773,-0.0060960420896973375,-0.026366742555625097,-0.33118255063923896,0.27924151845044365,62616.25
0.03378728678352458,-0.07921627297713055,-0.007853548299695085,-0.0063560766538190965,-0.022387168947986227,-0.330673083043049,0.2787880607830839,62634.5
0.03022282961112459,-0.06761986916067592,0.020406271493947675,-0.006336322519121185,-0.018099008532508693,-0.33011915890470395,0.27831345565686505,62652.75
-0.027037452909555997,-0.016887636858221686,0.045834189438816446,-0.005964825453365831,-0.013543952946414112,-0.32951997196405575,0.2778178483377245,62671.0
-0.1063539300658427,0.06538530009405955,0.06349548453730718,-0.005166362728416821,-0.008766962322822643,-0.32887471596095647,0.2773013840915999,62689.25
0.1355202519962528,0.10646959760319326,0.06845443290730238,-0.003864674852433319,-0.0038140335585586573,-0.3281825846352576,0.27676420818442826,62707.5
-0.022896608694862687,0.08198766329336148,0.05759401474867955,-0.002016299742801565,0.0012687338852146986,-0.32744277172681135,0.2762064658821473,62725.75
-0.15199200398160834,0.010559478225852322,0.03507202658929423,0.0002906247888306755,0.006435240547334614,-0.3266544709754696,0.2756283024506946,62744.0
0.14144894540979372,-0.05697215176267493,0.006864969038996532,0.00293506095725047,0.011639386966637973,-0.32581687612108406,0.27502986315600736,62762.25
0.020618453433554684,-0.09362675551598576,-0.021050657292363446,0.005795970977244761,0.016835073681961875,-0.32492918090350686,0.27441129326402325,62780.5
-0.10110615173963995,-0.08235689172352015,-0.043424436165746406,0.00875231706360046,0.021976201232143368,-0.32399057906258977,0.27377273804067964,62798.75
-0.012025903961154267,-0.03822887996515659,-0.058111828429614355,0.011683061431104588,0.02701667015601945,-0.3230002643381847,0.27311434275191404,62817.0
-0.0009481110195706831,0.02321947690427877,-0.06451442601640596,0.014481054590678707,0.03191038099242722,-0.3219574304701435,0.27243625266366384,62835.25
0.06918947593740857,0.05082635899334064,-0.062267766899690075,0.017071553490116756,0.03661123428020365,-0.32086127119831814,0.2717386130418664,62853.5
-0.061733770790608135,0.039214930478217246,-0.05128850523290285,0.019299823742136374,0.041073130558185796,-0.31971098026256056,0.2710215691524594,62871.75
-0.02474837584544762,-0.005119486946185705,-0.03351723843691194,0.020982813649605327,0.04524997036521068,-0.3185057514027226,0.27028526626138016,62890.0
0.07272744113585401,-0.027246224209377296,-0.01366892367242057,0.021936178874845513,0.049095654240115374,-0.317244778358656,0.26952984963456605,62908.25
-0.07095253954292763,-0.012895481326930518,0.003928351045128256,0.02197555906784416,0.05256409873407149,-0.3159272548702129,0.2687554645379547,62926.5
-0.06856509972831591,0.022440963253703514,0.018673638282462712,0.020914732662064756,0.05561108161477453,-0.3145523746772451,0.26796225623748354,62944.75
0.09977752166394009,0.030076464015556775,0.030880314745055353,0.018559234529173674,0.058200624211716956,-0.3131193315196045,0.2671503699990901,62963.0
-0.1030687897195324,-0.007749525539537769,0.0405275335572006,0.014704836423591744,0.060306510971636876,-0.31162731913714287,0.2663199510887114,62981.25
0.10840902202743544,-0.047215828429324924,0.04645655410323242,0.009131029510330978,0.061918806930681254,-0.3100755312697126,0.2654711447722857,62999.5
-0.04182657730828309,-0.024038250518307748,0.04752066015731871,0.00165704310344677,0.06303138755216872,-0.30846316165716503,0.2646040963157497,63017.75
-0.1420504502659945,0.04248081175668744,0.043690657945897514,-0.00766849703676922,0.06363812829941769,-0.30678940403935223,0.2637189509850412,63036.0
